mId,mmCode,mCode,mName,cId,cName,cType,cDetail,cHeight,cLat,cLot
67,2601072300,-,월출산,22070,도갑사일주문,문화자원,-,113.566,34.753872,126.660774
67,2601072300,-,월출산,22072,마애여래좌상,문화자원,국보 144호,609,34.763916,126.690514
67,2601072300,-,월출산,22074,천황사터,문화자원,보수중,274.649,34.771381,126.716354
67,2601072300,-,월출산,22075,도갑사 해탈문,문화자원,국보제50호,111,34.752819,126.661987
67,2601072300,-,월출산,22076,월출제일관,문화자원,산성대 봉화시설을 통제하는 성문으로 문바의로 전해지며 실제로문을 닫았던 흔적이 있음,357.303,34.782021,126.699951
67,2601072300,-,월출산,22125,산성대,문화자원,"기암으로 분류되며, 보통 이 구간을 산성대능선이라고 부른다. 산성대라는 명칭은 예전에 영암산성(靈巖山城) 봉화대가 있던 곳이라는 데서 유래",486.966,34.77887,126.699715
67,2601072300,-,월출산,22144,월출산 시노암길,문화자원,잊혀진 향토문화 알림길,221.502,34.773739,126.71904
67,2601072300,-,월출산,22151,도갑사 대웅보전,문화자원,5층석탑과 대웅보전  뒤로 월출산이 보입니다,116.326,34.752762,126.662697
67,2601072300,-,월출산,22152,도갑사 5층 석탑,문화자원,탑이란 부처님의 사리를 봉안한 것으로 불교에서 예배당의 상징이며 고려시대 초기만든 것으로  추정/ 5층으로 돌을 깎아 다듬은 형태이다,118.264,34.752628,126.662918
68,2130093200,418303301,유명산,22205,패러글라이딩,문화자원,-,171.06,37.558701,127.462906
68,2130093200,418303301,유명산,22206,패라글라이딩1,문화자원,-,713.619,37.568363,127.482071
68,2130093200,418303301,유명산,22207,패러글라이딩2,문화자원,-,829.96,37.571301,127.484322
68,2130093200,418303301,유명산,22265,용소,문화자원,용이승천했다고 지어짐,426.486,37.581551,127.497726
69,2204113300,422305301,응봉산,22347,족욕탕,문화자원,족욕할수있는 시설 완비,319.287,37.072243,129.251694
69,2204113300,422305301,응봉산,22348,성황당,문화자원,산길 바지게꾼들 안전을 위한 기원장소,319.06,37.072296,129.251755
69,2204113300,422305301,응봉산,22349,덕구 자연용출 온천수발마사지(원탕),문화자원,"피로감을 풀어주고 신진대사촉진,혈액순환과불면증,당뇨,감기등에 효혐이 있다고 한다
족욕방법은 발목관절에서 부터 위로 25cm정도까지의 부위를 20~30분정도 담근후 덕구계곡의 찬물에 2~3분 정도 발을 담그어 주면 된다",327.41,37.0723,129.25177
69,2204113300,422305301,응봉산,22399,효자샘,문화자원,"옛날 모친의 병을 치료하던  돌이라는 총각이 이샘물로 어머님께 공양하여 병이 쾌유되어 이샘물을 효자샘으로 부르게 되었다고 한다
효혐이 너무 신기하여 신선샘이라고도 한다",296.316,37.07642,129.257355
69,2204113300,422305301,응봉산,22405,응봉산,문화자원,응봉산산불감시초소출발,225.251,37.081089,129.279114
71,2807063600,482704101,재약산,22558,표충사,문화자원,-,214.4,35.5331,128.960037
71,2807063600,482704101,재약산,22564,진불암,문화자원,-,928.5,35.543682,128.977386
71,2807063600,482704101,재약산,22791,영남알프스 얼음골 케이블카,문화자원,30여대의 무료주차장과 식당 편의점 카페를 함께 운영합니다,359.763,35.582302,128.98671
71,2807063600,482704101,재약산,22792,상부케이블카,문화자원,휴게실 테라스 화장실등 있으며 매점은 아침9~17시50분 케이블카 막차시간까지 영업합니다 간단하게 라면 음료 계란등 판매,993.701,35.568512,128.992142
71,2807063600,482704101,재약산,22810,내원함,문화자원,-,293.4,35.537304,128.962891
72,2505061400,457301901,적상산,22878,적상산성 호국사비,문화자원,"호국사비는 적상산에 지은 호국사의 창건과정을 기록한 것이다. 호국사는 조선인조 때 전라감사로 있던 윤명은이 창건비용을 부담하여 지은 절이나, 1949년 여순사건 때 불타버리고 지금은 터만 남았다",935.343,35.944103,127.691887
72,2505061400,457301901,적상산,22879,성보박물관 전통찻집,문화자원,-,0,35.944767,127.69146
74,2611193200,-,조계산,22904,송광사,문화자원,-,236.28,35.00222,127.274879
74,2611193200,-,조계산,22919,배바위,문화자원,전설,825.987,34.999241,127.311966
75,2721022000,477502301,주왕산,22967,대전사 대웅전,문화자원,주왕산 입구,293.364,36.396477,129.145432
75,2721022000,477502301,주왕산,22981,무장굴,문화자원,이굴은 신리말기에 은거하던 주왕의 군사들이 훈련을하며 은닉했던 곳 글깊이가 6m,393.775,36.395634,129.157303
76,2707083600,472803901,주흘산,23014,산성 우측능선 산성벽,문화자원,-,839.414,36.801334,128.085388
76,2707083600,472803901,주흘산,23015,조령제1관문,문화자원,-,270.154,36.768608,128.075165
76,2707083600,472803901,주흘산,23016,주흘산 안내,문화자원,-,415.573,36.789173,128.066132
76,2707083600,472803901,주흘산,23017,조령제2관문,문화자원,-,0,36.789509,128.065857
76,2707083600,472803901,주흘산,23018,미로공원,문화자원,-,0,36.764683,128.074585
76,2707083600,472803901,주흘산,23019,옛길박물관 관람료안내,문화자원,-,258.983,36.763149,128.076309
76,2707083600,472803901,주흘산,23020,옛길박물관,문화자원,-,259.764,36.762444,128.076141
76,2707083600,472803901,주흘산,23021,전동차매표소,문화자원,-,284.188,36.770565,128.075058
76,2707083600,472803901,주흘산,23022,문경새재 오픈세트장,문화자원,-,280.192,36.770725,128.074951
76,2707083600,472803901,주흘산,23023,교귀정,문화자원,-,336.844,36.781029,128.066467
76,2707083600,472803901,주흘산,23024,혜국사,문화자원,-,547.263,36.776649,128.086411
76,2707083600,472803901,주흘산,23025,월복사,문화자원,-,309.773,36.758743,128.11496
76,2707083600,472803901,주흘산,23026,마당바위,문화자원,-,322.043,36.777718,128.066269
76,2707083600,472803901,주흘산,23027,구구리바위,문화자원,-,352.766,36.783127,128.06601
76,2707083600,472803901,주흘산,23028,응암 매바우 폭포,문화자원,-,391.66,36.787128,128.065964
76,2707083600,472803901,주흘산,23029,제2관문,문화자원,-,413.928,36.789642,128.065811
76,2707083600,472803901,주흘산,23034,미로 공원,문화자원,-,259.541,36.762741,128.075607
76,2707083600,472803901,주흘산,23035,맨발걷기,문화자원,-,281.868,36.771378,128.075302
76,2707083600,472803901,주흘산,23036,해국사,문화자원,-,285.866,36.772167,128.075287
76,2707083600,472803901,주흘산,23040,조산,문화자원,-,297.156,36.773037,128.07222
76,2707083600,472803901,주흘산,23041,원터,문화자원,-,308.789,36.774818,128.068512
76,2707083600,472803901,주흘산,23042,조령원터,문화자원,-,310.569,36.774899,128.068436
76,2707083600,472803901,주흘산,23046,무주암,문화자원,-,312.15,36.775822,128.067719
76,2707083600,472803901,주흘산,23048,주막,문화자원,-,337.87,36.779552,128.066147
76,2707083600,472803901,주흘산,23055,기도굴,문화자원,-,356.795,36.782753,128.066513
76,2707083600,472803901,주흘산,23061,2관문,문화자원,-,408.107,36.789101,128.065826
76,2707083600,472803901,주흘산,23062,귀틀집,문화자원,-,455.091,36.794865,128.066025
76,2707083600,472803901,주흘산,23063,이진터,문화자원,-,495.718,36.800236,128.064514
76,2707083600,472803901,주흘산,23187,타임캡슐광장,문화자원,-,274.083,36.768661,128.075043
76,2707083600,472803901,주흘산,23200,등룡정,문화자원,-,308.75,36.774624,128.06868
76,2707083600,472803901,주흘산,23272,옛조령성터,문화자원,자연석으로쌓은성터,743.4,36.813213,128.058823
76,2707083600,472803901,주흘산,23273,조령제3관문,문화자원,ㅡ,639,36.810371,128.05806
76,2707083600,472803901,주흘산,23274,제3관문,문화자원,-,674.947,36.810406,128.058685
77,2809040100,482202301,지리산,23335,대원사일주문,문화자원,-,345.187,35.355915,127.810127
77,2809040100,482202301,지리산,23348,화엄사  일주문,문화자원,-,184.254,35.246109,127.490959
77,2809040100,482202301,지리산,23349,화엄사,문화자원,삼국시대창건  대한불교 저계종19교구본사,252.811,35.254986,127.497337
77,2809040100,482202301,지리산,23350,화엄사  부도,문화자원,스님들의  무덤,231.449,35.253445,127.494888
78,2816132100,-,지리산(통영),23404,출렁다리 2,문화자원,-,321.546,34.847355,128.207642
79,2618021900,468001701,천관산,23472,탑산사,문화자원,-,567.437,34.530952,126.909363
79,2618021900,468001701,천관산,23473,천관문학관,문화자원,-,129.836,34.514874,126.903252
79,2618021900,468001701,천관산,23474,천관산문학공원,문화자원,-,332.333,34.52359,126.908028
79,2618021900,468001701,천관산,23562,장흥 천관사 석등,문화자원,-,352.854,34.551395,126.9049
79,2618021900,468001701,천관산,23563,천관사,문화자원,-,353.792,34.551327,126.904724
79,2618021900,468001701,천관산,23606,장천재,문화자원,천문과 지리에 밝았던 존재 위백규(1727~1798)가 제자를 가르쳤다고 전해지는 곳이다,152.551,34.54879,126.929344
79,2618021900,468001701,천관산,23612,장흥 천관사 오층 석탑,문화자원,석탑은 석조탑파를 줄인 말로 불교의 상징인 예배 대상이다. 무덤을 가르키는 산스크리트어 스투파(stupa)가 한자어로 바뀌면서 생긴 탑파라는 말이 나왔다,353.18,34.551334,126.904861
79,2618021900,468001701,천관산,23613,장흥 천관사 삼층석탑,문화자원,보물 제795호.,351.818,34.551762,126.904373
79,2618021900,468001701,천관산,23628,장흥 장천재,문화자원,천문과 지리에 밝았던 존재 위백규가 제자를 가르쳤다고 전해지는 곳. 전라남도 유형문화재 제 72호,155.853,34.548824,126.92939
80,2111091500,261401101,천마산,23642,석가사,문화자원,-,149.943,37.733295,127.232536
80,2111091500,261401101,천마산,23650,수진사,문화자원,절,0,37.671375,127.250763
80,2111091500,261401101,천마산,23731,발효연구소,문화자원,농산물을 연구하며 판매합니다,136.395,37.694508,127.216957
80,2111091500,261401101,천마산,23775,북두산정상,문화자원,-,413.378,37.704643,127.227592
80,2111091500,261401101,천마산,23804,목표봉,문화자원,-,424.844,37.719776,127.229767
80,2111091500,261401101,천마산,23816,농촌교육현장,문화자원,-,190.026,37.716652,127.217888
80,2111091500,261401101,천마산,23817,원금곡마을,문화자원,-,165.096,37.71587,127.208786
80,2111091500,261401101,천마산,23849,소나무 군락지,문화자원,장송 군락지,335.9,37.679108,127.285492
80,2111091500,261401101,천마산,23990,시즌5,문화자원,승마장 펜션,158.6,37.684704,127.242348
80,2111091500,261401101,천마산,24009,정각사,문화자원,절,148.637,37.734901,127.231583
81,2810181300,483302101,천성산,24031,복천정사,문화자원,-,542.1,35.375217,128.956161
81,2810181300,483302101,천성산,24036,임경사,문화자원,-,345.4,35.328964,128.982224
82,2304053500,437403501,천태산,24129,영국사,문화자원,천년사찰,314.608,36.157894,127.610779
83,2708013300,281850201,청량산,24173,봉화 청량정사,문화자원,"송재 이우(1469∼1517)가 조카인 온계와 퇴계, 조효연 등을 가르치던 건물이다. 그 뒤 퇴계 이황 선생이 이곳에 머물며 성리학을 공부하고 후진을 양성하였다.",516.996,36.78767,128.919662
83,2708013300,281850201,청량산,24174,청량사 5층석탑,문화자원,5층석탑,538.435,36.789188,128.918564
83,2708013300,281850201,청량산,24175,공민왕당,문화자원,고려 31대 공민왕을 신으로 모신 사당.,688.209,36.774311,128.919556
83,2708013300,281850201,청량산,24176,응진전,문화자원,"현재 청량사의 부속 건물로 금탑봉 중간 절벽에 위치해 있다. 금탑봉 중간절벽 동석 아래에 위치해 있었던 청량사의 부속 건물의 하나였을 것으로 보인다. 정면 3칸, 측면 3칸의 주심포계 맞배기와집으로 내부에는 16나한이 봉안되어 있다. 앞뒤가 모두 천길 절벽으로 형성",529.324,36.785351,128.920181
83,2708013300,281850201,청량산,24177,총명수,문화자원,정신이 총명해지는 총명수 절벽 바위틈 사이에서 물이 솟아나는 곳으로 신라 시대 최치원이 수도하면서 이 물을 마시고 정신이 총명하여졌다고 해서 `총명수’라는 이름이 생겼다고 한다. 주세붕도 “총명수를 마시고 만월암에 누워 있으면 비록 하찮은 선비라도 신선이 된,547.383,36.786457,128.919617
83,2708013300,281850201,청량산,24178,김생굴,문화자원,경일봉 아래 청량정사 뒤편의 절벽 중간에 있다. 굴속의 면적이 넓어 수십 명을 수용할 수 있다. 김생이 이 굴 앞에 김생암이라 부르는 암자를 짓고 10여년간 글씨 공부를 하였다고 한다. 붓을 씻었다는 우물의 흔적이 현재까지 남아 있으며 김생의 글씨와 봉녀의 길쌈이 서,590.22,36.787579,128.921249
83,2708013300,281850201,청량산,24200,청량사,문화자원,"663년(신라 문무왕 3년) 원효대사가 창건했으며, 청량산 도립공원 내 연화봉 기슭 열두 암봉 한가운데 자리잡고 있다. 암봉에는 소나무와 각종 활엽수가 울창하며, 청량사 바로 뒤에는 청량산이 한눈에 들어오는 보살봉이 있다. 청량사가 내청량이라면 응진전은 외청량이다.",540.074,36.789169,128.918594
83,2708013300,281850201,청량산,24201,청량산 하늘다리,문화자원,청량산 하늘다리는 해발 800m 지점의 선학봉(826m)과 자란봉(806m)을 연결하는 산악형 현수교량(길이 90m)이다. 하늘다리는 청량산의 문화유산과 더불어 많은 탐방객들이 찾고 있는 새로운 관광명소로 자리매김하였다.?,799.619,36.792973,128.913376
83,2708013300,281850201,청량산,24254,하늘다리,문화자원,"자란봉과 선학봉을 잇는 해발 800m 지점에 놓인 ‘하늘 다리’.?길이 90m, 폭 1.2m, 지상고 70m의 산악 현수교로 최대 100여 명이 동시에 지나갈 수 있게 설계됐다.?",798.398,36.792809,128.91217
85,2101033200,418203901,축령산,24448,몽골문화촌,문화자원,-,240.861,37.75753,127.274902
85,2101033200,418203901,축령산,24456,독바위에서 보이는 팔각정,문화자원,-,760.739,37.780365,127.265823
85,2101033200,418203901,축령산,24488,노인요양원,문화자원,-,249.57,37.750038,127.238869
86,2209132600,-,치악산,24712,보문사,문화자원,-,0,37.333797,128.026535
86,2209132600,-,치악산,24742,까치전설의 종,문화자원,상원사,1111.431,37.306538,128.054108
86,2209132600,-,치악산,24812,상원사 경내,문화자원,-,1100.522,37.3064,128.053711
86,2209132600,-,치악산,24817,국형사,문화자원,-,409.992,37.334297,128.013123
86,2209132600,-,치악산,24818,국형사 대웅전,문화자원,-,400.684,37.334217,128.013107
86,2209132600,-,치악산,24819,국형사의 유래,문화자원,-,403.207,37.334206,128.012955
86,2209132600,-,치악산,24828,보문사 대웅전,문화자원,-,652.556,37.333466,128.026535
86,2209132600,-,치악산,24832,국형사 범종,문화자원,-,404.108,37.334347,128.012878
86,2209132600,-,치악산,24872,학곡리 황장외금표,문화자원,-,405.652,37.40654,128.045364
86,2209132600,-,치악산,24888,태종대,문화자원,-,459.235,37.351158,128.110168
86,2209132600,-,치악산,24902,구룡사,문화자원,ㅇ,413.704,37.399017,128.050522
86,2209132600,-,치악산,24903,상원사 석탑 및 광배,문화자원,강원도 유형문화재 제25호,1108.856,37.306442,128.054047
86,2209132600,-,치악산,24904,보문사 청석탑,문화자원,설명참조,653.632,37.3335,128.026505
86,2209132600,-,치악산,24905,청석탑 안내,문화자원,설명,656.363,37.333504,128.026428
86,2209132600,-,치악산,24906,보문사 범종,문화자원,단층이 아름다운 2층 종루,660.108,37.333546,128.026443
86,2209132600,-,치악산,24907,입석사 대웅전,문화자원,ㅇ,699.183,37.360046,128.035858
86,2209132600,-,치악산,24908,입석사 삼성각,문화자원,ㅇ,711.427,37.360279,128.036255
86,2209132600,-,치악산,24909,황장금표,문화자원,비로봉 입구,1217.969,37.365948,128.052597
86,2209132600,-,치악산,24910,비로봉 미륵불탑,문화자원,ㅇ,1302.365,37.365009,128.055527
86,2209132600,-,치악산,24912,성문사,문화자원,-,0,37.340141,128.01062
86,2209132600,-,치악산,24916,동악단 안내,문화자원,ㅇ,444.699,37.335419,128.012299
86,2209132600,-,치악산,24938,동악단,문화자원,강원지역5군 군수들이 모여 매년 무사안녕을기원하며 제를 지내던곳,452.495,37.335411,128.012222
86,2209132600,-,치악산,24972,비로봉 황장금표,문화자원,-,1254.716,37.365845,128.052795
86,2209132600,-,치악산,24990,옻칠기한지공예관,문화자원,-,279.64,37.426357,128.056534
87,2414022100,447902001,칠갑산,24996,칠갑산천문대,문화자원,1박 2일 청양 촬영지,0,36.433739,126.889839
87,2414022100,447902001,칠갑산,25022,콩밭 매는 아낙네상,문화자원,-,348.773,36.435524,126.891327
87,2414022100,447902001,칠갑산,25023,최익현선생 동상,문화자원,-,0,36.436584,126.892044
87,2414022100,447902001,칠갑산,25065,장곡사 일주문,문화자원,-,116.352,36.411079,126.853859
87,2414022100,447902001,칠갑산,25117,칠갑광장,문화자원,최익현선생동상이 있고 화장실 가든.등 편의시설,338.725,36.435951,126.891815
87,2414022100,447902001,칠갑산,25133,천장호출렁다리,문화자원,길이 207미터. 고추를 형상화한 높이 16미터 주탑,130.275,36.415291,126.914948
87,2414022100,447902001,칠갑산,25143,장곡사,문화자원,신라 문성왕 12년에 창건된 고찰,0,36.417297,126.859573
87,2414022100,447902001,칠갑산,25159,도림사지 삼층석탑,문화자원,복원 공사 중,354.076,36.404629,126.892441
88,2214211300,487403601,태백산,25295,태백산천제단,문화자원,-,1564.653,37.098877,128.915924
88,2214211300,487403601,태백산,25305,기도원미륵암,문화자원,-,885.571,37.115742,128.926331
88,2214211300,487403601,태백산,25306,태백산백단사입구,문화자원,-,888.28,37.115238,128.926407
88,2214211300,487403601,태백산,25307,태백산약수암,문화자원,-,883.366,37.116196,128.926682
88,2214211300,487403601,태백산,25314,망경사,문화자원,-,1458.73,37.098259,128.918991
88,2214211300,487403601,태백산,25315,단종비각,문화자원,-,1480.6,37.097183,128.918762
88,2214211300,487403601,태백산,25318,문수봉정상,문화자원,-,1517.779,37.094753,128.940125
88,2214211300,487403601,태백산,25324,천제단,문화자원,-,1558.67,37.095306,128.917877
88,2214211300,487403601,태백산,25325,소문수봉정상,문화자원,-,1529.773,37.095169,128.945404
88,2214211300,487403601,태백산,25331,산령각유래,문화자원,-,1143.701,37.116325,128.894226
88,2214211300,487403601,태백산,25332,산령각,문화자원,-,1145.673,37.116291,128.894165
88,2214211300,487403601,태백산,25337,고추나무,문화자원,-,1203.335,37.113338,128.899826
88,2214211300,487403601,태백산,25338,산개벚지나무,문화자원,-,1203.397,37.113247,128.900116
88,2214211300,487403601,태백산,25339,까치박달나무,문화자원,-,1197.389,37.113003,128.902451
88,2214211300,487403601,태백산,25340,고로쇠나무,문화자원,-,1275.111,37.108425,128.911392
88,2214211300,487403601,태백산,25346,장군봉,문화자원,-,1538.357,37.098701,128.916275
88,2214211300,487403601,태백산,25354,보호수목,문화자원,-,1412.888,37.097027,128.944214
88,2214211300,487403601,태백산,25355,문수봉,문화자원,-,1514.1,37.094707,128.94017
88,2214211300,487403601,태백산,25357,물레방아,문화자원,-,913.708,37.118118,128.950027
88,2214211300,487403601,태백산,25358,당골광장,문화자원,공원을 만들어 놓았네요,918.256,37.117954,128.949875
88,2214211300,487403601,태백산,25359,제사모시는곳,문화자원,명칭이 써있질 않네요,925.418,37.112362,128.950027
88,2214211300,487403601,태백산,25361,함백산 기원단,문화자원,-,1378.733,37.153481,128.914566
88,2214211300,487403601,태백산,25402,호식총,문화자원,-,1275.151,37.107357,128.931778
88,2214211300,487403601,태백산,25403,태백산을 지키는 장군바위,문화자원,-,1138.107,37.106873,128.93689
88,2214211300,487403601,태백산,25404,놀라운 초록융단 이끼,문화자원,-,1120.794,37.106537,128.938782
88,2214211300,487403601,태백산,25405,다람쥐와 청솔모,문화자원,-,1098.43,37.107372,128.940811
88,2214211300,487403601,태백산,25406,암괴류,문화자원,-,1051.846,37.10936,128.943695
88,2214211300,487403601,태백산,25407,함박꽃나무,문화자원,-,1050.851,37.109402,128.943726
88,2214211300,487403601,태백산,25420,태백산 석장승,문화자원,-,951.896,37.116138,128.948441
88,2214211300,487403601,태백산,25421,산악인의 선서,문화자원,-,947.911,37.116177,128.948593
88,2214211300,487403601,태백산,25422,청원사,문화자원,-,830.786,37.126274,128.958984
88,2214211300,487403601,태백산,25437,유일사,문화자원,-,1262.878,37.108856,128.910492
88,2214211300,487403601,태백산,25445,사길령표지석,문화자원,-,1060.238,37.119865,128.896606
88,2214211300,487403601,태백산,25446,태백석탄박물관,문화자원,-,858.447,37.117092,128.949371
88,2214211300,487403601,태백산,25447,산당,문화자원,-,871.24,37.115955,128.949371
88,2214211300,487403601,태백산,25452,함백산 기원단 안내,문화자원,-,1378.575,37.153458,128.914459
89,2208064100,416102501,태화산,25476,태화산성,문화자원,사진첨부참조,895.667,37.132839,128.503067
89,2208064100,416102501,태화산,25485,태화산 유아 숲 체험원,문화자원,-,238.523,37.146011,128.492233
90,1304461200,457403001,팔공산,25496,부도암,문화자원,-,631.286,35.996639,128.702576
90,1304461200,457403001,팔공산,25504,망폭대,문화자원,-,487,36.031292,128.721512
90,1304461200,457403001,팔공산,25713,대구시민안전테마파크,문화자원,"지진.지하철.화재...인터넷 예약 후 체험가능
그외 놀이터.광장...예약없이 이용가능 시설도 있음",459,35.988232,128.692261
90,1304461200,457403001,팔공산,25725,팔공산 제천단,문화자원,하늘에 제사를 지내던 곳,1213,36.016628,128.695251
90,1304461200,457403001,팔공산,25726,오은사 윤장대,문화자원,돌리면서 소원을 빈다고 함,603,36.032623,128.680588
90,1304461200,457403001,팔공산,25727,하늘정원 전망대,문화자원,무료망원경 있음. 군사시설로 사진촬영금지,1167,36.023315,128.696198
90,1304461200,457403001,팔공산,25728,안전테마파크,문화자원,어린이 교통체험 시설,484,35.990208,128.690704
90,1304461200,457403001,팔공산,25729,사랑의 자물쇠,문화자원,케이블카 내 매점에서 자물쇠 판매,822,36.001064,128.693069
90,1304461200,457403001,팔공산,25730,마운틴 블루,문화자원,"케이블카 탑승장 및 매점
",838,36.001308,128.694168
90,1304461200,457403001,팔공산,25731,동화사 염불암 마애불좌상 및 보살좌상,문화자원,대구 유형문화재 제14호   큰바위 서면과 남면에 새겨진 불상,838,36.008171,128.698364
90,1304461200,457403001,팔공산,25732,부도군 설명,문화자원,현재 동화사 스님의 사리부도탑도 있음,527,35.993744,128.701843
90,1304461200,457403001,팔공산,25733,동화사 부도군,문화자원,대구 유형문화재 제12호,522,35.99369,128.701813
90,1304461200,457403001,팔공산,25734,수도사,문화자원,-,409,36.039696,128.718353
90,1304461200,457403001,팔공산,25736,다리,문화자원,-,602,36.026478,128.717682
90,1304461200,457403001,팔공산,25737,다리위 글귀,문화자원,-,608,36.02647,128.717651
90,1304461200,457403001,팔공산,25739,진불암 설명,문화자원,-,758,36.02375,128.709747
90,1304461200,457403001,팔공산,25741,수도사 계단 입구,문화자원,-,403,36.039341,128.718903
90,1304461200,457403001,팔공산,25742,수도사 약사여래불전,문화자원,-,409,36.039341,128.718613
90,1304461200,457403001,팔공산,25744,노사나불 괘불탱,문화자원,-,409,36.03965,128.718353
90,1304461200,457403001,팔공산,25745,귀천서원,문화자원,-,278,36.055267,128.716019
90,1304461200,457403001,팔공산,25748,세족장,문화자원,-,738,36.028484,128.687469
90,1304461200,457403001,팔공산,25749,오도암 입구,문화자원,-,927,36.024441,128.690948
90,1304461200,457403001,팔공산,25750,오도암,문화자원,-,931,36.024406,128.69133
90,1304461200,457403001,팔공산,25752,시자굴,문화자원,-,1068,36.02457,128.695328
90,1304461200,457403001,팔공산,25754,원효굴 경고문,문화자원,-,1127,36.024731,128.695496
90,1304461200,457403001,팔공산,25755,원효굴 설명,문화자원,-,1128,36.024708,128.695007
90,1304461200,457403001,팔공산,25756,하늘정원 가는 길,문화자원,-,1063,36.026859,128.697388
90,1304461200,457403001,팔공산,25757,오은사,문화자원,-,585,36.032921,128.680557
90,1304461200,457403001,팔공산,25759,개인 경영산지,문화자원,-,608,36.024426,128.631302
90,1304461200,457403001,팔공산,25760,군위군 테마임도 표지석,문화자원,-,722,36.021896,128.630234
90,1304461200,457403001,팔공산,25762,동화사,문화자원,-,569.623,35.992214,128.703766
90,1304461200,457403001,팔공산,25763,동화사 날머리,문화자원,-,523.167,35.992153,128.700592
90,1304461200,457403001,팔공산,25764,케이블카탑승장,문화자원,-,842,36.001198,128.694183
90,1304461200,457403001,팔공산,25768,부인사석조 설명,문화자원,-,461,35.993843,128.674042
90,1304461200,457403001,팔공산,25769,호텔 에밀리아,문화자원,-,495,35.991451,128.689758
90,1304461200,457403001,팔공산,25770,바위,문화자원,-,653,35.997196,128.690933
90,1304461200,457403001,팔공산,25771,냉골산림욕장,문화자원,-,813,36.002121,128.694412
90,1304461200,457403001,팔공산,25772,염불암 입구 표석,문화자원,-,793,36.00676,128.697311
90,1304461200,457403001,팔공산,25773,부도군,문화자원,-,520,35.993526,128.701782
90,1304461200,457403001,팔공산,25774,운동 시설,문화자원,-,505,35.991043,128.697128
90,1304461200,457403001,팔공산,25775,수릉향탄금계 설명,문화자원,-,491,35.989697,128.696884
90,1304461200,457403001,팔공산,25776,팔공분수대광장,문화자원,-,480,35.989677,128.696884
90,1304461200,457403001,팔공산,25777,씨네팔공 자동차극장,문화자원,-,481.754,35.987919,128.693954
90,1304461200,457403001,팔공산,25778,부인사 대웅전,문화자원,-,503.967,35.995331,128.673355
90,1304461200,457403001,팔공산,25779,부인사,문화자원,-,520.59,35.994648,128.673431
90,1304461200,457403001,팔공산,25780,북지장사 영산전,문화자원,-,429,35.976318,128.715225
90,1304461200,457403001,팔공산,25781,팔공산 케이블카,문화자원,하산시 이용가능,820.143,36.001377,128.694275
90,1304461200,457403001,팔공산,25782,부인사 석등,문화자원,대구 유형문화재 제16호,517.596,35.994835,128.67337
90,1304461200,457403001,팔공산,25783,마애약사여래좌상 진입로,문화자원,대구 유형문화재 제3호,1092.356,36.01519,128.692947
90,1304461200,457403001,팔공산,25784,팔공산 마애약사여래좌상,문화자원,대구 유형문화재 제3호,1147.995,36.015392,128.692719
90,1304461200,457403001,팔공산,25792,공산폭포,문화자원,-,499,36.031994,128.721466
90,1304461200,457403001,팔공산,25840,치산계곡 출렁다리,문화자원,-,518,36.028553,128.721542
90,1304461200,457403001,팔공산,25884,치산계곡 다리,문화자원,-,459,36.034267,128.72084
90,1304461200,457403001,팔공산,25885,수도사 입구,문화자원,-,376,36.040657,128.718567
90,1304461200,457403001,팔공산,25931,오은사 대웅전,문화자원,-,579,36.032906,128.680679
90,1304461200,457403001,팔공산,25932,염불암,문화자원,-,855.076,36.007702,128.697922
90,1304461200,457403001,팔공산,25998,팔공산자동차극장,문화자원,-,460,35.988194,128.694016
90,1304461200,457403001,팔공산,25999,팔공산케이블카계단입구,문화자원,-,474,35.990589,128.694489
90,1304461200,457403001,팔공산,26000,팔공산케이블카,문화자원,-,497,35.990746,128.695038
90,1304461200,457403001,팔공산,26021,동화사템플스테이연수원,문화자원,-,499,35.990311,128.706375
90,1304461200,457403001,팔공산,26022,팔공산 동화사 안내도,문화자원,-,475,35.987267,128.702881
90,1304461200,457403001,팔공산,26050,부인사부도,문화자원,-,440,35.994205,128.673141
90,1304461200,457403001,팔공산,26052,삼성암지 설명 푯말,문화자원,-,1129,36.013889,128.686005
90,1304461200,457403001,팔공산,26053,대구올레길 푯말,문화자원,-,471,35.99329,128.678482
90,1304461200,457403001,팔공산,26084,부인사석조,문화자원,-,458,35.993839,128.674011
90,1304461200,457403001,팔공산,26113,태동최선생비,문화자원,-,613,35.999718,128.684784
90,1304461200,457403001,팔공산,26129,소나무 구별 안내판,문화자원,-,826,36.00098,128.692947
90,1304461200,457403001,팔공산,26131,사랑의 터널,문화자원,-,832,36.001179,128.693924
90,1304461200,457403001,팔공산,26144,사랑의 산책로 입구,문화자원,-,838,36.001175,128.694016
90,1304461200,457403001,팔공산,26207,팔공산 분수대광장,문화자원,-,486.126,35.989735,128.696915
90,1304461200,457403001,팔공산,26224,부남고개.내동고개,문화자원,-,313,35.973866,128.666565
90,1304461200,457403001,팔공산,26225,시인의 길,문화자원,-,246.103,35.963974,128.698334
90,1304461200,457403001,팔공산,26226,"돌, 그리고",문화자원,-,245.236,35.963989,128.698471
90,1304461200,457403001,팔공산,26234,시인의 길의 시,문화자원,-,244.222,35.964046,128.698624
90,1304461200,457403001,팔공산,26235,돌 갤러리,문화자원,-,241.452,35.964218,128.699188
